
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008784                       # Number of seconds simulated (Second)
simTicks                                   8783970300                       # Number of ticks simulated (Tick)
finalTick                                  8783970300                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     86.14                       # Real time elapsed on the host (Second)
hostTickRate                                101968708                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8525288                       # Number of bytes of host memory used (Byte)
simInsts                                     14793986                       # Number of instructions simulated (Count)
simOps                                       17433143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   171736                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     202372                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                         14938726                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        19730893                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   274929                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       19597299                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  60525                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2572678                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            983097                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               29929                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            14899126                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.315332                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.206965                       # Number of insts issued each cycle (Count)
system.cpu.commit.committedInstType_0::FloatMisc     17563598      1.89%     20.75% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt     17563598      1.89%     22.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd     17563598      1.89%     24.53% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc     17563598      1.89%     26.42% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu     17563598      1.89%     28.30% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp     17563598      1.89%     30.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt     17563598      1.89%     32.08% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc     17563598      1.89%     33.96% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult     17563598      1.89%     35.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc     17563598      1.89%     37.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift     17563598      1.89%     39.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc     17563598      1.89%     41.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv     17563598      1.89%     43.40% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt     17563598      1.89%     45.28% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd     17563598      1.89%     47.17% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu     17563598      1.89%     49.06% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp     17563598      1.89%     50.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt     17563598      1.89%     52.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv     17563598      1.89%     54.72% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc     17563598      1.89%     56.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult     17563598      1.89%     58.49% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc     17563598      1.89%     60.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt     17563598      1.89%     62.26% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd     17563598      1.89%     64.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu     17563598      1.89%     66.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp     17563598      1.89%     67.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd     17563598      1.89%     69.81% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp     17563598      1.89%     71.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes     17563598      1.89%     73.58% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix     17563598      1.89%     75.47% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash     17563598      1.89%     77.36% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2     17563598      1.89%     79.25% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash     17563598      1.89%     81.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2     17563598      1.89%     83.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2     17563598      1.89%     84.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3     17563598      1.89%     86.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu     17563598      1.89%     88.68% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead     17563598      1.89%     90.57% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite     17563598      1.89%     92.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead     17563598      1.89%     94.34% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite     17563598      1.89%     96.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IprAccess     17563598      1.89%     98.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch     17563598      1.89%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total    930870694                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples        743143                       # number cycles where commit BW limit reached (Cycle)
system.cpu.dcache.demandHits::writebacks      5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::functional      5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::interrupt       5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.dtb_walker      5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.itb_walker      5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.stage2_dtb_walker      5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.stage2_itb_walker      5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.inst        5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.data        5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::l2cache.prefetcher      5249797                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total          52497970                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::writebacks      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::functional      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::interrupt      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.dtb_walker      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.itb_walker      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.stage2_dtb_walker      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.stage2_itb_walker      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.inst       5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.data       5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::l2cache.prefetcher      5249797                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total         52497970                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::writebacks       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::functional       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::interrupt       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.dtb_walker       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.itb_walker       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.stage2_dtb_walker       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.stage2_itb_walker       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.inst       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.data       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::l2cache.prefetcher       274853                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total         2748530                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::writebacks       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::functional       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::interrupt       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.dtb_walker       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.itb_walker       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.stage2_dtb_walker       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.stage2_itb_walker       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.inst       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.data       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::l2cache.prefetcher       274853                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total        2748530                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::writebacks   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::functional   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::interrupt   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.dtb_walker   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.itb_walker   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.stage2_dtb_walker   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.stage2_itb_walker   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.inst   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.data   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::l2cache.prefetcher   8306740136                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total  83067401360                       # number of demand (read+write) miss ticks (Tick)
