
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001874                       # Number of seconds simulated (Second)
simTicks                                   1874187672                       # Number of ticks simulated (Tick)
finalTick                                  1874187672                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     21.06                       # Real time elapsed on the host (Second)
hostTickRate                                 88978639                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8522952                       # Number of bytes of host memory used (Byte)
simInsts                                      4848347                       # Number of instructions simulated (Count)
simOps                                        4855231                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   230177                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     230504                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                          3187395                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         4948685                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      192                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        4916244                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1700                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                93645                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             69141                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  48                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3133145                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.569108                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.891343                       # Number of insts issued each cycle (Count)
system.cpu.commit.committedInstType_0::FloatSqrt      4855272      1.89%     22.64% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd      4855272      1.89%     24.53% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc      4855272      1.89%     26.42% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu      4855272      1.89%     28.30% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp      4855272      1.89%     30.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt      4855272      1.89%     32.08% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc      4855272      1.89%     33.96% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult      4855272      1.89%     35.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc      4855272      1.89%     37.74% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift      4855272      1.89%     39.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc      4855272      1.89%     41.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv      4855272      1.89%     43.40% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt      4855272      1.89%     45.28% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd      4855272      1.89%     47.17% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu      4855272      1.89%     49.06% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp      4855272      1.89%     50.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt      4855272      1.89%     52.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv      4855272      1.89%     54.72% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc      4855272      1.89%     56.60% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult      4855272      1.89%     58.49% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc      4855272      1.89%     60.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt      4855272      1.89%     62.26% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd      4855272      1.89%     64.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu      4855272      1.89%     66.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp      4855272      1.89%     67.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd      4855272      1.89%     69.81% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp      4855272      1.89%     71.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes      4855272      1.89%     73.58% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix      4855272      1.89%     75.47% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash      4855272      1.89%     77.36% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2      4855272      1.89%     79.25% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash      4855272      1.89%     81.13% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2      4855272      1.89%     83.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2      4855272      1.89%     84.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3      4855272      1.89%     86.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu      4855272      1.89%     88.68% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead      4855272      1.89%     90.57% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite      4855272      1.89%     92.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead      4855272      1.89%     94.34% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite      4855272      1.89%     96.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IprAccess      4855272      1.89%     98.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch      4855272      1.89%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total    257329416                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples        249197                       # number cycles where commit BW limit reached (Cycle)
system.cpu.dcache.demandHits::writebacks      1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::functional      1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::interrupt       1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.dtb_walker      1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.itb_walker      1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.stage2_dtb_walker      1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.mmu.stage2_itb_walker      1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.inst        1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::cpu.data        1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::l2cache.prefetcher      1859985                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total          18599850                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::writebacks      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::functional      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::interrupt      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.dtb_walker      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.itb_walker      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.stage2_dtb_walker      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.mmu.stage2_itb_walker      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.inst       1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::cpu.data       1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::l2cache.prefetcher      1859985                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total         18599850                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::writebacks         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::functional         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::interrupt         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.dtb_walker         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.itb_walker         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.stage2_dtb_walker         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.mmu.stage2_itb_walker         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.inst         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::cpu.data         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::l2cache.prefetcher         4438                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total           44380                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::writebacks         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::functional         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::interrupt         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.dtb_walker         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.itb_walker         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.stage2_dtb_walker         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.mmu.stage2_itb_walker         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.inst         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::cpu.data         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::l2cache.prefetcher         4438                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total          44380                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::writebacks    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::functional    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::interrupt    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.dtb_walker    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.itb_walker    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.stage2_dtb_walker    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.mmu.stage2_itb_walker    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.inst    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::cpu.data    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::l2cache.prefetcher    101630016                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total   1016300160                       # number of demand (read+write) miss ticks (Tick)
